CpuTime, PID, StartingBurstTime, EndingBurstTime, CompletionTime,
9273,5,367,347,0,
9296,8,155,135,0,
9319,9,235,215,0,
9342,10,202,182,0,
9365,11,442,422,0,
9388,12,469,449,0,
9411,13,455,435,0,
9434,14,264,244,0,
9457,15,89,69,0,
9480,1,125,105,0,
9503,2,512,492,0,
9526,3,532,512,0,
9549,4,153,133,0,
9572,5,347,327,0,
9595,8,135,115,0,
9618,9,215,195,0,
9641,10,182,162,0,
9664,11,422,402,0,
9687,12,449,429,0,
9710,13,435,415,0,
9733,14,244,224,0,
9756,15,69,49,0,
9779,1,105,85,0,
9802,2,492,472,0,
9825,3,512,492,0,
9848,4,133,113,0,
9871,5,327,307,0,
9894,8,115,95,0,
9917,9,195,175,0,
9940,10,162,142,0,
9963,11,402,382,0,
9986,12,429,409,0,
10009,13,415,395,0,
10032,14,224,204,0,
10055,15,49,29,0,
10078,1,85,65,0,
10101,2,472,452,0,
10124,3,492,472,0,
10147,4,113,93,0,
10170,5,307,287,0,
10193,8,95,75,0,
10216,9,175,155,0,
10239,10,142,122,0,
10262,11,382,362,0,
10285,12,409,389,0,
10308,13,395,375,0,
10331,14,204,184,0,
10354,15,29,9,0,
10377,1,65,45,0,
10400,2,452,432,0,
10423,3,472,452,0,
10446,4,93,73,0,
10469,5,287,267,0,
10492,8,75,55,0,
10515,9,155,135,0,
10538,10,122,102,0,
10561,11,362,342,0,
10584,12,389,369,0,
10607,13,375,355,0,
10630,14,184,164,0,
10653,15,9,0,10662,
10665,1,45,25,0,
10688,2,432,412,0,
10711,3,452,432,0,
10734,4,73,53,0,
10757,5,267,247,0,
10780,8,55,35,0,
10803,9,135,115,0,
10826,10,102,82,0,
10849,11,342,322,0,
10872,12,369,349,0,
10895,13,355,335,0,
10918,14,164,144,0,
10941,1,25,5,0,
10964,2,412,392,0,
10987,3,432,412,0,
11010,4,53,33,0,
11033,5,247,227,0,
11056,8,35,15,0,
11079,9,115,95,0,
11102,10,82,62,0,
11125,11,322,302,0,
11148,12,349,329,0,
11171,13,335,315,0,
11194,14,144,124,0,
11217,1,5,0,11222,
11225,13,315,295,0,
11248,14,124,104,0,
11271,2,392,372,0,
11294,3,412,392,0,
11317,4,33,13,0,
11340,5,227,207,0,
11363,8,15,0,11378,
11381,2,372,352,0,
11404,3,392,372,0,
11427,4,13,0,11440,
11443,14,104,84,0,
11466,2,352,332,0,
11489,3,372,352,0,
11512,5,207,187,0,
11535,9,95,75,0,
11558,10,62,42,0,
11581,11,302,282,0,
11604,12,329,309,0,
11627,13,295,275,0,
11650,14,84,64,0,
11673,2,332,312,0,
11696,3,352,332,0,
11719,5,187,167,0,
11742,9,75,55,0,
11765,10,42,22,0,
11788,11,282,262,0,
11811,12,309,289,0,
11834,13,275,255,0,
11857,14,64,44,0,
11880,2,312,292,0,
11903,3,332,312,0,
11926,5,167,147,0,
11949,9,55,35,0,
11972,10,22,2,0,
11995,11,262,242,0,
12018,12,289,269,0,
12041,13,255,235,0,
12064,14,44,24,0,
12087,2,292,272,0,
12110,3,312,292,0,
12133,5,147,127,0,
12156,9,35,15,0,
12179,10,2,0,12181,
12184,2,272,252,0,
12207,3,292,272,0,
12230,5,127,107,0,
12253,9,15,0,12268,
12271,3,272,252,0,
12294,5,107,87,0,
12317,11,242,222,0,
12340,12,269,249,0,
12363,13,235,215,0,
12386,14,24,4,0,
12409,2,252,232,0,
12432,3,252,232,0,
12455,5,87,67,0,
12478,11,222,202,0,
12501,12,249,229,0,
12524,13,215,195,0,
12547,14,4,0,12551,
12554,3,232,212,0,
12577,5,67,47,0,
12600,11,202,182,0,
12623,12,229,209,0,
12646,13,195,175,0,
12669,2,232,212,0,
12692,3,212,192,0,
12715,5,47,27,0,
12738,11,182,162,0,
12761,12,209,189,0,
12784,13,175,155,0,
12807,2,212,192,0,
12830,3,192,172,0,
12853,5,27,7,0,
12876,11,162,142,0,
12899,12,189,169,0,
12922,13,155,135,0,
12945,2,192,172,0,
12968,3,172,152,0,
12991,5,7,0,12998,
13001,12,169,149,0,
13024,13,135,115,0,
13047,2,172,152,0,
13070,3,152,132,0,
13093,11,142,122,0,
13116,12,149,129,0,
13139,13,115,95,0,
13162,2,152,132,0,
13185,3,132,112,0,
13208,11,122,102,0,
13231,12,129,109,0,
13254,13,95,75,0,
13277,2,132,112,0,
13300,3,112,92,0,
13323,11,102,82,0,
13346,12,109,89,0,
13369,13,75,55,0,
13392,2,112,92,0,
13415,3,92,72,0,
13438,11,82,62,0,
13461,12,89,69,0,
13484,13,55,35,0,
13507,2,92,72,0,
13530,3,72,52,0,
13553,11,62,42,0,
13576,12,69,49,0,
13599,13,35,15,0,
13622,2,72,52,0,
13645,3,52,32,0,
13668,11,42,22,0,
13691,12,49,29,0,
13714,13,15,0,13729,
13732,3,32,12,0,
13755,11,22,2,0,
13778,12,29,9,0,
13801,2,52,32,0,
13824,3,12,0,13836,
13839,11,2,0,13841,
13844,12,9,0,13853,
13856,2,32,12,0,
13879,2,12,0,13891,
