CpuTime, PID, StartingBurstTime, EndingBurstTime, CompletionTime,
6104,4,164,144,0,
6127,5,689,669,0,
6150,6,520,500,0,
6173,7,532,512,0,
6196,9,625,605,0,
6219,10,353,333,0,
6242,11,5,0,6247,
6250,2,751,731,0,
6273,3,423,403,0,
6296,4,144,124,0,
6319,5,669,649,0,
6342,6,500,480,0,
6365,7,512,492,0,
6388,9,605,585,0,
6411,10,333,313,0,
6434,12,654,634,0,
6457,13,162,142,0,
6480,14,304,284,0,
6503,16,667,647,0,
6526,17,697,677,0,
6549,20,263,243,0,
6572,21,156,136,0,
6595,22,619,599,0,
6618,23,396,376,0,
6641,24,480,460,0,
6664,26,574,554,0,
6687,27,192,172,0,
6710,1,711,691,0,
6733,2,731,711,0,
6756,3,403,383,0,
6779,4,124,104,0,
6802,5,649,629,0,
6825,6,480,460,0,
6848,7,492,472,0,
6871,9,585,565,0,
6894,10,313,293,0,
6917,12,634,614,0,
6940,13,142,122,0,
6963,14,284,264,0,
6986,16,647,627,0,
7009,17,677,657,0,
7032,20,243,223,0,
7055,21,136,116,0,
7078,22,599,579,0,
7101,23,376,356,0,
7124,24,460,440,0,
7147,26,554,534,0,
7170,27,172,152,0,
7193,1,691,671,0,
7216,2,711,691,0,
7239,3,383,363,0,
7262,4,104,84,0,
7285,5,629,609,0,
7308,6,460,440,0,
7331,7,472,452,0,
7354,9,565,545,0,
7377,10,293,273,0,
7400,12,614,594,0,
7423,13,122,102,0,
7446,14,264,244,0,
7469,16,627,607,0,
7492,17,657,637,0,
7515,20,223,203,0,
7538,21,116,96,0,
7561,22,579,559,0,
7584,23,356,336,0,
7607,24,440,420,0,
7630,26,534,514,0,
7653,27,152,132,0,
7676,1,671,651,0,
7699,2,691,671,0,
7722,3,363,343,0,
7745,4,84,64,0,
7768,5,609,589,0,
7791,6,440,420,0,
7814,7,452,432,0,
7837,9,545,525,0,
7860,10,273,253,0,
7883,12,594,574,0,
7906,13,102,82,0,
7929,14,244,224,0,
7952,16,607,587,0,
7975,17,637,617,0,
7998,20,203,183,0,
8021,21,96,76,0,
8044,22,559,539,0,
8067,23,336,316,0,
8090,24,420,400,0,
8113,26,514,494,0,
8136,27,132,112,0,
8159,1,651,631,0,
8182,2,671,651,0,
8205,3,343,323,0,
8228,4,64,44,0,
8251,5,589,569,0,
8274,6,420,400,0,
8297,7,432,412,0,
8320,9,525,505,0,
8343,10,253,233,0,
8366,12,574,554,0,
8389,13,82,62,0,
8412,14,224,204,0,
8435,16,587,567,0,
8458,17,617,597,0,
8481,20,183,163,0,
8504,21,76,56,0,
8527,22,539,519,0,
8550,23,316,296,0,
8573,24,400,380,0,
8596,26,494,474,0,
8619,27,112,92,0,
8642,1,631,611,0,
8665,2,651,631,0,
8688,3,323,303,0,
8711,4,44,24,0,
8734,5,569,549,0,
8757,6,400,380,0,
8780,7,412,392,0,
8803,9,505,485,0,
8826,10,233,213,0,
8849,12,554,534,0,
8872,13,62,42,0,
8895,14,204,184,0,
8918,16,567,547,0,
8941,17,597,577,0,
8964,20,163,143,0,
8987,21,56,36,0,
9010,22,519,499,0,
9033,23,296,276,0,
9056,24,380,360,0,
9079,26,474,454,0,
9102,27,92,72,0,
9125,1,611,591,0,
9148,2,631,611,0,
9171,3,303,283,0,
9194,4,24,4,0,
9217,5,549,529,0,
9240,6,380,360,0,
9263,7,392,372,0,
9286,9,485,465,0,
9309,10,213,193,0,
9332,12,534,514,0,
9355,13,42,22,0,
9378,14,184,164,0,
9401,16,547,527,0,
9424,17,577,557,0,
9447,20,143,123,0,
9470,21,36,16,0,
9493,22,499,479,0,
9516,23,276,256,0,
9539,24,360,340,0,
9562,26,454,434,0,
9585,27,72,52,0,
9608,1,591,571,0,
9631,2,611,591,0,
9654,3,283,263,0,
9677,4,4,0,9681,
9684,6,360,340,0,
9707,7,372,352,0,
9730,9,465,445,0,
9753,10,193,173,0,
9776,12,514,494,0,
9799,13,22,2,0,
9822,14,164,144,0,
9845,16,527,507,0,
9868,17,557,537,0,
9891,20,123,103,0,
9914,21,16,0,9930,
9933,26,434,414,0,
9956,27,52,32,0,
9979,1,571,551,0,
10002,2,591,571,0,
10025,3,263,243,0,
10048,5,529,509,0,
10071,6,340,320,0,
10094,7,352,332,0,
10117,9,445,425,0,
10140,10,173,153,0,
10163,12,494,474,0,
10186,13,2,0,10188,
10191,24,340,320,0,
10214,26,414,394,0,
10237,27,32,12,0,
10260,1,551,531,0,
10283,2,571,551,0,
10306,3,243,223,0,
10329,5,509,489,0,
10352,6,320,300,0,
10375,7,332,312,0,
10398,9,425,405,0,
10421,10,153,133,0,
10444,12,474,454,0,
10467,14,144,124,0,
10490,16,507,487,0,
10513,17,537,517,0,
10536,20,103,83,0,
10559,22,479,459,0,
10582,23,256,236,0,
10605,24,320,300,0,
10628,26,394,374,0,
10651,27,12,0,10663,
10666,14,124,104,0,
10689,16,487,467,0,
10712,17,517,497,0,
10735,20,83,63,0,
10758,22,459,439,0,
10781,23,236,216,0,
10804,24,300,280,0,
10827,26,374,354,0,
10850,1,531,511,0,
10873,2,551,531,0,
10896,3,223,203,0,
10919,5,489,469,0,
10942,6,300,280,0,
10965,7,312,292,0,
10988,9,405,385,0,
11011,10,133,113,0,
11034,12,454,434,0,
11057,14,104,84,0,
11080,16,467,447,0,
11103,17,497,477,0,
11126,20,63,43,0,
11149,22,439,419,0,
11172,23,216,196,0,
11195,24,280,260,0,
11218,26,354,334,0,
11241,1,511,491,0,
11264,2,531,511,0,
11287,3,203,183,0,
11310,5,469,449,0,
11333,6,280,260,0,
11356,7,292,272,0,
11379,9,385,365,0,
11402,10,113,93,0,
11425,12,434,414,0,
11448,14,84,64,0,
11471,16,447,427,0,
11494,17,477,457,0,
11517,20,43,23,0,
11540,22,419,399,0,
11563,23,196,176,0,
11586,24,260,240,0,
11609,26,334,314,0,
11632,1,491,471,0,
11655,2,511,491,0,
11678,3,183,163,0,
11701,5,449,429,0,
11724,6,260,240,0,
11747,7,272,252,0,
11770,9,365,345,0,
11793,10,93,73,0,
11816,12,414,394,0,
11839,14,64,44,0,
11862,16,427,407,0,
11885,17,457,437,0,
11908,20,23,3,0,
11931,22,399,379,0,
11954,23,176,156,0,
11977,24,240,220,0,
12000,26,314,294,0,
12023,1,471,451,0,
12046,2,491,471,0,
12069,3,163,143,0,
12092,5,429,409,0,
12115,6,240,220,0,
12138,7,252,232,0,
12161,9,345,325,0,
12184,10,73,53,0,
12207,12,394,374,0,
12230,14,44,24,0,
12253,16,407,387,0,
12276,17,437,417,0,
12299,20,3,0,12302,
12305,22,379,359,0,
12328,23,156,136,0,
12351,24,220,200,0,
12374,26,294,274,0,
12397,1,451,431,0,
12420,2,471,451,0,
12443,3,143,123,0,
12466,5,409,389,0,
12489,6,220,200,0,
12512,7,232,212,0,
12535,9,325,305,0,
12558,10,53,33,0,
12581,12,374,354,0,
12604,14,24,4,0,
12627,16,387,367,0,
12650,17,417,397,0,
12673,22,359,339,0,
12696,23,136,116,0,
12719,24,200,180,0,
12742,26,274,254,0,
12765,1,431,411,0,
12788,2,451,431,0,
12811,3,123,103,0,
12834,5,389,369,0,
12857,6,200,180,0,
12880,7,212,192,0,
12903,9,305,285,0,
12926,10,33,13,0,
12949,12,354,334,0,
12972,14,4,0,12976,
12979,1,411,391,0,
13002,2,431,411,0,
13025,3,103,83,0,
13048,5,369,349,0,
13071,6,180,160,0,
13094,7,192,172,0,
13117,9,285,265,0,
13140,10,13,0,13153,
13156,6,160,140,0,
13179,7,172,152,0,
13202,9,265,245,0,
13225,12,334,314,0,
13248,16,367,347,0,
13271,17,397,377,0,
13294,22,339,319,0,
13317,23,116,96,0,
13340,24,180,160,0,
13363,26,254,234,0,
13386,1,391,371,0,
13409,2,411,391,0,
13432,3,83,63,0,
13455,5,349,329,0,
13478,6,140,120,0,
13501,7,152,132,0,
13524,9,245,225,0,
13547,12,314,294,0,
13570,16,347,327,0,
13593,17,377,357,0,
13616,22,319,299,0,
13639,23,96,76,0,
13662,24,160,140,0,
13685,26,234,214,0,
13708,1,371,351,0,
13731,2,391,371,0,
13754,3,63,43,0,
13777,5,329,309,0,
13800,6,120,100,0,
13823,7,132,112,0,
13846,9,225,205,0,
13869,12,294,274,0,
13892,16,327,307,0,
13915,17,357,337,0,
13938,22,299,279,0,
13961,23,76,56,0,
13984,24,140,120,0,
14007,26,214,194,0,
14030,1,351,331,0,
14053,2,371,351,0,
14076,3,43,23,0,
14099,5,309,289,0,
14122,6,100,80,0,
14145,7,112,92,0,
14168,9,205,185,0,
14191,12,274,254,0,
14214,16,307,287,0,
14237,17,337,317,0,
14260,22,279,259,0,
14283,23,56,36,0,
14306,24,120,100,0,
14329,26,194,174,0,
14352,1,331,311,0,
14375,2,351,331,0,
14398,3,23,3,0,
14421,5,289,269,0,
14444,6,80,60,0,
14467,7,92,72,0,
14490,9,185,165,0,
14513,12,254,234,0,
14536,16,287,267,0,
14559,17,317,297,0,
14582,22,259,239,0,
14605,23,36,16,0,
14628,24,100,80,0,
14651,26,174,154,0,
14674,1,311,291,0,
14697,2,331,311,0,
14720,3,3,0,14723,
14726,23,16,0,14742,
14745,1,291,271,0,
14768,2,311,291,0,
14791,5,269,249,0,
14814,6,60,40,0,
14837,7,72,52,0,
14860,9,165,145,0,
14883,12,234,214,0,
14906,16,267,247,0,
14929,17,297,277,0,
14952,22,239,219,0,
14975,24,80,60,0,
14998,26,154,134,0,
15021,1,271,251,0,
15044,2,291,271,0,
15067,5,249,229,0,
15090,6,40,20,0,
15113,7,52,32,0,
15136,9,145,125,0,
15159,12,214,194,0,
15182,16,247,227,0,
15205,17,277,257,0,
15228,22,219,199,0,
15251,24,60,40,0,
15274,26,134,114,0,
15297,1,251,231,0,
15320,2,271,251,0,
15343,5,229,209,0,
15366,6,20,0,15386,
15389,12,194,174,0,
15412,16,227,207,0,
15435,17,257,237,0,
15458,22,199,179,0,
15481,24,40,20,0,
15504,26,114,94,0,
15527,1,231,211,0,
15550,2,251,231,0,
15573,5,209,189,0,
15596,7,32,12,0,
15619,9,125,105,0,
15642,12,174,154,0,
15665,16,207,187,0,
15688,17,237,217,0,
15711,22,179,159,0,
15734,24,20,0,15754,
15757,5,189,169,0,
15780,7,12,0,15792,
15795,2,231,211,0,
15818,5,169,149,0,
15841,9,105,85,0,
15864,12,154,134,0,
15887,16,187,167,0,
15910,17,217,197,0,
15933,22,159,139,0,
15956,26,94,74,0,
15979,1,211,191,0,
16002,2,211,191,0,
16025,5,149,129,0,
16048,9,85,65,0,
16071,12,134,114,0,
16094,16,167,147,0,
16117,17,197,177,0,
16140,22,139,119,0,
16163,26,74,54,0,
16186,1,191,171,0,
16209,2,191,171,0,
16232,5,129,109,0,
16255,9,65,45,0,
16278,12,114,94,0,
16301,16,147,127,0,
16324,17,177,157,0,
16347,22,119,99,0,
16370,26,54,34,0,
16393,1,171,151,0,
16416,2,171,151,0,
16439,5,109,89,0,
16462,9,45,25,0,
16485,12,94,74,0,
16508,16,127,107,0,
16531,17,157,137,0,
16554,22,99,79,0,
16577,26,34,14,0,
16600,1,151,131,0,
16623,2,151,131,0,
16646,5,89,69,0,
16669,9,25,5,0,
16692,12,74,54,0,
16715,16,107,87,0,
16738,17,137,117,0,
16761,22,79,59,0,
16784,26,14,0,16798,
16801,5,69,49,0,
16824,9,5,0,16829,
16832,17,117,97,0,
16855,22,59,39,0,
16878,1,131,111,0,
16901,2,131,111,0,
16924,5,49,29,0,
16947,12,54,34,0,
16970,16,87,67,0,
16993,17,97,77,0,
17016,22,39,19,0,
17039,1,111,91,0,
17062,2,111,91,0,
17085,5,29,9,0,
17108,12,34,14,0,
17131,16,67,47,0,
17154,17,77,57,0,
17177,22,19,0,17196,
17199,1,91,71,0,
17222,2,91,71,0,
17245,5,9,0,17254,
17257,17,57,37,0,
17280,1,71,51,0,
17303,2,71,51,0,
17326,12,14,0,17340,
17343,17,37,17,0,
17366,1,51,31,0,
17389,2,51,31,0,
17412,16,47,27,0,
17435,17,17,0,17452,
17455,1,31,11,0,
17478,2,31,11,0,
17501,16,27,7,0,
17524,1,11,0,17535,
17538,2,11,0,17549,
17552,16,7,0,17559,
