CpuTime, PID, StartingBurstTime, EndingBurstTime, CompletionTime,
15210,14,124,84,0,
15253,7,52,12,0,
15296,7,12,0,15308,
15311,26,114,74,0,
15354,5,89,49,0,
15397,26,74,34,0,
15440,26,34,0,15474,
15477,5,49,9,0,
15520,5,9,0,15529,
15532,14,84,44,0,
15575,14,44,4,0,
15618,14,4,0,15622,
15625,17,737,697,0,
15668,17,697,657,0,
15711,17,657,617,0,
15754,17,617,577,0,
15797,17,577,537,0,
15840,17,537,497,0,
15883,17,497,457,0,
15926,17,457,417,0,
15969,17,417,377,0,
16012,17,377,337,0,
16055,17,337,297,0,
16098,17,297,257,0,
16141,17,257,217,0,
16184,17,217,177,0,
16227,17,177,137,0,
16270,17,137,97,0,
16313,17,97,57,0,
16356,17,57,17,0,
16399,17,17,0,16416,
