CpuTime, PID, StartingBurstTime, EndingBurstTime, CompletionTime,
11501,1,411,371,0,
11544,2,471,431,0,
11587,3,163,123,0,
11630,5,449,409,0,
11673,6,280,240,0,
11716,7,292,252,0,
11759,9,365,325,0,
11802,10,93,53,0,
11845,12,394,354,0,
11888,14,84,44,0,
11931,16,387,347,0,
11974,17,417,377,0,
12017,22,319,279,0,
12060,23,76,36,0,
12103,24,120,80,0,
12146,26,234,194,0,
12189,1,371,331,0,
12232,2,431,391,0,
12275,3,123,83,0,
12318,5,409,369,0,
12361,6,240,200,0,
12404,7,252,212,0,
12447,9,325,285,0,
12490,10,53,13,0,
12533,12,354,314,0,
12576,14,44,4,0,
12619,16,347,307,0,
12662,17,377,337,0,
12705,22,279,239,0,
12748,23,36,0,12784,
12787,3,83,43,0,
12830,5,369,329,0,
12873,6,200,160,0,
12916,7,212,172,0,
12959,9,285,245,0,
13002,10,13,0,13015,
13018,1,331,291,0,
13061,2,391,351,0,
13104,3,43,3,0,
13147,5,329,289,0,
13190,6,160,120,0,
13233,7,172,132,0,
13276,9,245,205,0,
13319,12,314,274,0,
13362,14,4,0,13366,
13369,7,132,92,0,
13412,9,205,165,0,
13455,12,274,234,0,
13498,16,307,267,0,
13541,17,337,297,0,
13584,22,239,199,0,
13627,24,80,40,0,
13670,26,194,154,0,
13713,1,291,251,0,
13756,2,351,311,0,
13799,3,3,0,13802,
13805,7,92,52,0,
13848,9,165,125,0,
13891,12,234,194,0,
13934,16,267,227,0,
13977,17,297,257,0,
14020,22,199,159,0,
14063,24,40,0,14103,
14106,9,125,85,0,
14149,12,194,154,0,
14192,16,227,187,0,
14235,17,257,217,0,
14278,22,159,119,0,
14321,26,154,114,0,
14364,1,251,211,0,
14407,2,311,271,0,
14450,5,289,249,0,
14493,6,120,80,0,
14536,7,52,12,0,
14579,9,85,45,0,
14622,12,154,114,0,
14665,16,187,147,0,
14708,17,217,177,0,
14751,22,119,79,0,
14794,26,114,74,0,
14837,1,211,171,0,
14880,2,271,231,0,
14923,5,249,209,0,
14966,6,80,40,0,
15009,7,12,0,15021,
15024,17,177,137,0,
15067,22,79,39,0,
15110,26,74,34,0,
15153,1,171,131,0,
15196,2,231,191,0,
15239,5,209,169,0,
15282,6,40,0,15322,
15325,12,114,74,0,
15368,16,147,107,0,
15411,17,137,97,0,
15454,22,39,0,15493,
15496,1,131,91,0,
15539,2,191,151,0,
15582,5,169,129,0,
15625,9,45,5,0,
15668,12,74,34,0,
15711,16,107,67,0,
15754,17,97,57,0,
15797,26,34,0,15831,
15834,16,67,27,0,
15877,17,57,17,0,
15920,1,91,51,0,
15963,2,151,111,0,
16006,5,129,89,0,
16049,9,5,0,16054,
16057,16,27,0,16084,
16087,12,34,0,16121,
16124,1,51,11,0,
16167,2,111,71,0,
16210,5,89,49,0,
16253,17,17,0,16270,
16273,2,71,31,0,
16316,5,49,9,0,
16359,1,11,0,16370,
16373,5,9,0,16382,
16385,2,31,0,16416,
