CpuTime, PID, StartingBurstTime, EndingBurstTime, CompletionTime,
8381,2,532,492,0,
8424,3,552,512,0,
8467,4,193,153,0,
8510,5,387,347,0,
8553,7,22,0,8575,
8578,10,262,222,0,
8621,11,502,462,0,
8664,12,489,449,0,
8707,13,435,395,0,
8750,14,244,204,0,
8793,15,29,0,8822,
8825,5,347,307,0,
8868,8,215,175,0,
8911,9,295,255,0,
8954,10,222,182,0,
8997,11,462,422,0,
9040,12,449,409,0,
9083,13,395,355,0,
9126,14,204,164,0,
9169,1,105,65,0,
9212,2,492,452,0,
9255,3,512,472,0,
9298,4,153,113,0,
9341,5,307,267,0,
9384,8,175,135,0,
9427,9,255,215,0,
9470,10,182,142,0,
9513,11,422,382,0,
9556,12,409,369,0,
9599,13,355,315,0,
9642,14,164,124,0,
9685,1,65,25,0,
9728,2,452,412,0,
9771,3,472,432,0,
9814,4,113,73,0,
9857,5,267,227,0,
9900,8,135,95,0,
9943,9,215,175,0,
9986,10,142,102,0,
10029,11,382,342,0,
10072,12,369,329,0,
10115,13,315,275,0,
10158,14,124,84,0,
10201,1,25,0,10226,
10229,14,84,44,0,
10272,2,412,372,0,
10315,3,432,392,0,
10358,4,73,33,0,
10401,5,227,187,0,
10444,8,95,55,0,
10487,9,175,135,0,
10530,10,102,62,0,
10573,11,342,302,0,
10616,12,329,289,0,
10659,13,275,235,0,
10702,14,44,4,0,
10745,2,372,332,0,
10788,3,392,352,0,
10831,4,33,0,10864,
10867,11,302,262,0,
10910,12,289,249,0,
10953,13,235,195,0,
10996,14,4,0,11000,
11003,13,195,155,0,
11046,2,332,292,0,
11089,3,352,312,0,
11132,5,187,147,0,
11175,8,55,15,0,
11218,9,135,95,0,
11261,10,62,22,0,
11304,11,262,222,0,
11347,12,249,209,0,
11390,13,155,115,0,
11433,2,292,252,0,
11476,3,312,272,0,
11519,5,147,107,0,
11562,8,15,0,11577,
11580,5,107,67,0,
11623,9,95,55,0,
11666,10,22,0,11688,
11691,11,222,182,0,
11734,12,209,169,0,
11777,13,115,75,0,
11820,2,252,212,0,
11863,3,272,232,0,
11906,5,67,27,0,
11949,9,55,15,0,
11992,11,182,142,0,
12035,12,169,129,0,
12078,13,75,35,0,
12121,2,212,172,0,
12164,3,232,192,0,
12207,5,27,0,12234,
12237,9,15,0,12252,
12255,3,192,152,0,
12298,11,142,102,0,
12341,12,129,89,0,
12384,13,35,0,12419,
12422,12,89,49,0,
12465,2,172,132,0,
12508,3,152,112,0,
12551,11,102,62,0,
12594,12,49,9,0,
12637,2,132,92,0,
12680,3,112,72,0,
12723,11,62,22,0,
12766,12,9,0,12775,
12778,3,72,32,0,
12821,11,22,0,12843,
12846,2,92,52,0,
12889,3,32,0,12921,
12924,2,52,12,0,
12967,2,12,0,12979,
